symbol,profile.mktCap,profile.companyName,profile.industry,profile.description,profile.sector
ETFC,1.15E+10,E*TRADE Financial Corporation,Brokers & Exchanges,E*TRADE Financial Corp is a financial services company. It provides brokerage and related products and services to individual retail investors. It also provides investor-focused banking products and sweep deposits to retail investors.,Financial Services
AIV,6.36E+09,Apartment Investment and Management Company,REITs,"Apartment Investment & Management Co is a self-administered and self-managed real estate investment trust, or REIT, engaged in the ownership and operation of a diversified portfolio of apartment properties.",Real Estate
DPS,22616016000,Dr Pepper Snapple Group Inc,Beverages - Non-Alcoholic,"Dr Pepper Snapple Group Inc manufactures and distributes nonalcoholic beverages in United States, Mexico and the Caribbean, and Canada under various brands such as Dr Pepper, Canada Dry, 7UP, Snapple, Schweppes, Crush, Sunkist, among others.",Consumer Defensive
EXC,3.95E+10,Exelon Corporation,Utilities - Regulated,Exelon Corp is a power retailer engaged in the utilities sector of United States. The company involves in the power generation and transmission activities. The Generation segment generates maximum revenue for the company.,Utilities
TAP,9.09E+09,Molson Coors Brewing Company Class B,Beverages - Alcoholic,"Molson Coors Brewing Co is engaged in brewing activities. It has a diverse portfolio of owned and partner brands, including core brands Carling, Coors Light, Molson Canadian and Staropramen, as well as craft and specialty beers such as Blue Moon.",Consumer Defensive
MON,56812020000,Monsanto Company,Agriculture,"Monsanto Co is an agricultural company company. The company with its subsidiary provides agricultural products for farmers. Its products includes seeds, data science products and crop protection and agricultural biologicals products.",Basic Materials
UNP,1.21E+11,Union Pacific Corporation,Transportation & Logistics,"Union Pacific Corp belongs to the rail transport industry. It provides railroad freight transportation services in North America. It transports coal, rocks, soda ash, and grains.",Industrials
BDX,7.00E+10,Becton Dickinson and Company,Medical Instruments & Equipment,"Becton, Dickinson and Co is a healthcare company. It manufacture and sales medical supplies, devices, laboratory equipment and diagnostic products. It operates in two segments BD Medical and BD Life Sciences.",Healthcare
PEGI,2.63E+09,Pattern Energy Group Inc.,Utilities - Independent Power Producers,Pattern Energy Group Inc is a power generation company based in the United States. It produces and sells electricity mainly in the United States and in Canada and Chile.,Utilities
MX,4.40E+08,MagnaChip Semiconductor Corporation,Semiconductors,"MagnaChip Semiconductor Corp designs and manufactures analog and mixed-signal semiconductor products. Its products consist of large display solutions, mobile display solutions, sensor solutions, LED solutions, mobile solutions and power conversions.",Technology
RLJ,2.18E+09,RLJ Lodging Trust of Beneficial Interest $0.01 par value,REITs,"RLJ Lodging Trust is a United States-based self-advised and self-administered real estate investment trust (REIT). It acquires branded, focused-service and compact full-service hotels.",Real Estate
LB,5.01E+09,L Brands Inc.,Retail - Apparel & Specialty,"L Brands Inc is a women's intimate, personal care, and beauty retailer. The company through its retail outlets sells products under various brands such as Victoria's Secret, Pink, Bath & Body Works, La Senza, and Henri Bendel brands.",Consumer Cyclical
TIF,1.51E+10,Tiffany & Co.,Retail - Apparel & Specialty,"Tiffany & Co functions in the luxury goods market. As a retailer of jewelry, it sells timepieces, sterling silver goods, china, crystal and accessories.",Consumer Cyclical
DLPH,1.29E+09,Delphi Technologies PLC,Autos,"Delphi Technologies PLC develops, designs and manufactures integrated powertrain technologies. Its portfolio includes advanced fuel injection systems, actuators, valvetrain products, sensors, electronic control modules and power electronics.",Consumer Cyclical
NCLH,6.19E+09,Norwegian Cruise Line Holdings Ltd.,Travel & Leisure,"Norwegian Cruise Line Holdings Ltd is a cruise company which operates the Norwegian, Oceania Cruises and Regent brands. It offers accommodations, multiple dining venues, bars and lounges, spa, casino and retail shopping areas.",Consumer Cyclical
NOV,6.09E+09,National Oilwell Varco Inc.,Oil & Gas - Services,"National Oilwell Varco Inc is a provider in the design, manufacture and sale of equipment and components used in oil and gas drilling, completion and production operations, and the provision of oilfield services to the upstream oil and gas industry.",Energy
FNSR,2573895720,Finisar Corporation,Communication Equipment,"Finisar Corp provides optical subsystems and components that are used in data communication and telecommunication applications. It sells to manufacturers of storage systems, network equipment, telecommunication equipment and their contract manufacturers.",Technology
LMT,1.15E+11,Lockheed Martin Corporation,Aerospace & Defense,"Lockheed Martin Corp is a security and aerospace company engaged in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services.",Industrials
MTZ,3.27E+09,MasTec Inc.,Engineering & Construction,"MasTec Inc is an infrastructure construction company engaged in engineering, building, installation, maintenance and upgrade of communications, energy and utility infrastructure. The company offers its services under the MasTec service mark.",Industrials
WEN,5.13E+09,Wendy's Company (The),Restaurants,"The Wendy's Co operates, develops and franchises quick-service restaurants. It offers hamburger, sandwiches and filet of chicken breast sandwiches, chicken nuggets, chili, french fries, baked potatoes, salads, soft drinks, Frosty desserts and kids meals.",Consumer Cyclical
GPS,4.65E+09,Gap Inc. (The),Retail - Apparel & Specialty,"Gap Inc is a global apparel and accessories retailer. The company offers products for men, women, and children under various brands such as Gap, Banana Republic, Old Navy, Athleta, and Intermix.",Consumer Cyclical
SYY,3.12E+10,Sysco Corporation,Retail - Defensive,Sysco Corp is in the business of food distribution. Its primary business involves the distribution of food and related products to the foodservice or food-away-from-home industry.,Consumer Defensive
WDR,1.04E+09,Waddell & Reed Financial Inc.,Asset Management,"Waddell & Reed Financial Inc is an asset management compant that dervies revenues from providing investment management, investment advisory, investment product underwriting and distribution, and shareholder services administration.",Financial Services
FTV,2.34E+10,Fortive Corporation,Computer Hardware,"Fortive Corp is a United States based company diversified industrial growth company. It has two business segments namely, Professional Instrumentation and Industrial Technologies.",Technology
BKI,1.14E+10,Black Knight Inc.,Application Software,"Black Knight Inc is a provider of software, data and analytics solutions to the mortgage and consumer loan, real estate and capital market verticals.The company's solutions include Software Solutions and Data and Analytics Solutions.",Technology
